username,text,public
@kongwaguk8337,What all you are uncomfortable with is the loud provocative ones. They exist everywhere and have always existed. Get over it. Everyone should be looking at climate change.,TRUE
@huntersmith1523,Duhhh we feel uncorfortable God created man to love women,TRUE
@Johnthecomedion,"Ohhh I just love when news channels present studies findings with very vague context. 
1) Where are the studies conducted and is this method of sampling consistent through previous years?
2) What time are the studies conducted and was this consistent with previous years
3) How much of a shift in the ratings was necessary to be considered ""more uncomfortable"" (a slight shift downwards for one year does not signify a trend)
4) Have the questions remained consistent every year? 

These are things not addressed  in this clip and given the group conducting the study has clear motivation to show bias I believe it wise to show a healthy amount of skepticism towards anything they publish. So many factors could have affected the outcome of any of their studies so to outright state such a bold conclusion as fact without offering any context to support their statement smells like bias or a novice surveyor",TRUE
@amyknorr8440,Homosexuality is a temporary state where an individual must perceive and pertain to them self as opposed to their Soulmate or roster spouses. The relationship is either abstinence or sexual feigning services. The state is mostly caused by projection and media misrepresentation. The idea as a reality is biologically impossible and punishable if not needed.,TRUE
@axem.8338,This is absolutely right. I am a straight person n it's making me and my peers uncomfortable. Everyone knows who you are just dont make a fuss about it. Nobody gives a shit about that.,TRUE
@Peecamarke,"This title is confusing, young Americans are PART of the LGBTQ community tho",TRUE
@liraven7676,"While the current political climate is not particularly supportive to minorities' in general, there's another part too.
Society has always had family oriented events/areas of town and adult events/areas of town.
A lot of people bring a lot of different expectations and agendas to this particular fest(and specific fests in specific areas) and those boundaries get blurred.
Many families feel that the lack of boundaries makes it forcably an adult oriented fest, one that is NOT family oriented.
There IS an assumption there however, that family oriented activities dont role model interpersonal relationships between adults, or feel straight role modelling is the only acceptable-appropriate type in family oriented settings..
Not saying its right or wrong, but with blurred lines between the two 'worlds' its easy to see why those rigidly set in their thinking would see some of the fests as further 'proof' to the whole orientation as inappropriate.
I personally would not bring children to some of the fests ive seen simply because theres no control to exposure..same is true a lot family issyes now a days; internet, etc..",TRUE
@Younglove994,I just have a problem KEEPING UP with the pronouns....just be you...like who you like but stop shoving it down everyone’s throat(ex:religion and weed). I’m bi and don’t care if you like it or don’t(not religious/love weed) I mind my on business and most leave my alone except religious people always trying to convert/hitting me with bibles.,TRUE
@petermizuho,"It's not about understanding, it's that the message there were after like acceptance and awareness of bullying etc has gone and now all they seam to do is show off and want attention. There more like a religious sjw group now its very worring",TRUE
@nextl3v3l99,I think we as a community need to understand that people who are straight/outside of our bubble don’t understand the nuances and complexity’s of our identities. It’s up to us to educate them and help them understand our pain instead waving a pride flag in their faces and dismissing them as “homophobic” which will only make them feel uncomfortable in our presence,TRUE
@gregap8282,Hate is such a useless emotion,TRUE
@supremeleader9440,All the conservatives nutting in their pants,TRUE
@pimpinnp7243,"Honestly their right. I accept all forms of love but i won’t lie I feel uncomfortable being next to someone is trans. Like I respect your choice but when they try to force themselves on you or talk with you without actually letting you know that “hey I was a guy before” irritates me because it forces me to feel obligated to like that person, if not I’m transphobic or simply “hating”. And all these terms for defining love is ridiculous. This causes confusion among people because were worried about not identifying somebody by the correct term. I honestly feel LGBTQ is outreaching.",TRUE
@Italianstallion813,"A national survey of an astounding 1,800 people. 🙄 🙄 so dumb.",TRUE
@mustardseed9969,"When something becomes Political righteousness, it turns to be making people feel uncomfortable.",TRUE
@thewesternmillenial5302,"Not surprising that during a presidency where trans rights are attacked and
Discrimination against LGBTQ+ is encouraged 
That there’s a decline in the acceptance of LGBTQ+..... it’s not like the community is going anywhere 🙄 so ....",TRUE
@johnmemes6447,June is pride month it’s more of a political thing and a marketing tool for companies excluding Chick-fil-A,TRUE
@mic9check,"And the end of the day ""progression"" is driven by market interests, not social justice.",TRUE
@upholdsanity3759,Thanks to brainwashing tactics by gop. Impeach McConnell.,TRUE
@lancegoerner1719,Thank God! This gives me new hope in the future of mankind!,TRUE
@Uknown76,Why would anyone hate the LGBT community its really not a big deal let people live and peace and don't judge or hate,TRUE
@lostinthefogofwar5774,"Are they uncomfortable with the community, or having it continually shoved in their faces? I think it's a media and political problem.",TRUE
@churchliars6609,"Time is running out
Bare witness!!!! 
2019 hurricane https://youtu.be/__C0-3ALagw

God said prove all things, I am that women from Revelations 12:17
Be apart of my offspring!!
Be reborn through Jesus Christ our Lord!!!!

My Testimony
https://youtu.be/VcwwbMgLDZA

GOD SAID 
IF YOU LOVE ME KEEP MY COMMANDMENTS
JOHN 14:15

^NEW TESTAMENT VERSE, FOR THE STUBBORN

GOD SAID

HE THAT SAITH I KNOW HIM AND KEEPETH NOT HIS COMMANDMENTS IS A LIAR AND THE TRUTH IS NOT IN HIM.

^NEW TESTAMENT VERSE,  FOR THE STUBBORN

GOD SAID

BLESSED ARE THEY THAT DO HIS COMMANDMENTS, THAT THEY MAY HAVE RIGHT TO THE TREE OF LIFE, AND MAY ENTER IN     THROUGH THE GATES INTO THE CITY
REVELATIONS 22:14

^NEW TESTAMENT VERSE, FOR THE STUBBORN

Answers!
DO YOU KNOW HIM?
DO YOU LOVE HIM?
WILL YOU BE MAKING IT, INTO HIS GATES?

SO WHENEVER SOMEONE COMES AND TELLS ME, YOU DONT HAVE TO FOLLOW COMMANDMENTS.
EVEN THOUGH I TOLD YOU, HE CAME AND TOLD ME YOU DO!!!

ALL I HEAR, IS THIS PERSON IS A LIAR, THIS PERSON DOES NOT LOVE GOD. THE TRUTH IS NOT IN THIS PERSON!!!
THIS PERSON WILL NOT BE MAKING IT, THROUGH HIS GATES!!!!!!!

MUST BE BAPTISED CAN BE DONE IN OWN TUB ,  ASK IT BE DONE, UNDER GODS EYES, CHILDREN ALSO ONES OLD ENOUGH TO KNOW RIGHT FROM WRONG!

TEACH CHILDREN WAY OF THE LORD
1.Don't lie,
2.Don't steal, 
3.DONT KILL,
4.NO ADULTERY,
5.NO SEX BEFORE MARRAIGE,
6. RESPECT MOTHER AND FATHER,
7.REMEMBER SABBATH KEEP IT HOLY(CHURCH OR READ BIBLE FOR CHURCH)
8. No idols or graven images,( no crosses, angels, Bibles, touched during prayer, GOD IS ALIVE AND UP THERE)
9. DONT SAY Gods name in vain,( if your not talking to Him or of HIM , don't say His name in vain, just from hitting your toe...)
10. Don't covet your neighbor
A. don't be jealous of anyone's things , house wife kids... (Keeps bitterness , Satan out of your heart)
B. Forgive all who have hurt you (removes bitterness from heart
C. love thy neighbor, love one another, 
Prove it n pray for everyone to be saved

Repent immediately after any broken

Eat clean ! not unclean, sanctify body temple!
( Leviticus)",TRUE
@RIXRADvidz,"18 to 34 year olds are emerging adults, they don't know degrees of offence, EVERYTHING IS OFFENSIVE!!  NOTHING IS FUNNY!!  you can't make fun of someone you might hurt their  18 - 34 feewings.  18 to 34 year olds, the largest group of anthropoid hominids that cannot discern so are uncomfortable with everything, especially Themselves. SHAME is the blame game",TRUE
@uh9066,Finally a normal generation arrived!!,TRUE
@LorraElizabeth,It’s because the homophobes are emboldened by trump to come out of the closet and publicly hate. ✌🏼❤️🌎🏳️‍🌈,TRUE
@pj5295,Stop fucking promoting homosexuality down our throats. Stop the gay agenda.,TRUE
@lukeciferrose,progress is never guaranteed to stick. humanity shoots itself in the foot and heads backwards all the time.,TRUE
@jimcarter6669,"They have these ""parades"" in order to be more accepted and yet while marching do the most socially unacceptable things.  And all this for what makes up 2% of society?  I get the feeling it is about much more.",TRUE
@mightydeanmighty3061,"What that's mein if this now they can do what they want
Can they get merry too",TRUE
@djrazoredgeoftherevelator6868,question i know what lgbt stands for wtf DOSE Q stand for now,TRUE
